Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2025-12-28 12:07:38,"Midday Workout",30m,"Goblet Squat (Kettlebell)",2,35.0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"Goblet Squat (Kettlebell)",3,35.0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"Hanging Leg Raise",1,0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"Hanging Leg Raise",2,0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"Hanging Leg Raise",3,0,8.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"T Bar Row",1,25.0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"T Bar Row",2,40.0,10.0,0,0.0,
2025-12-28 12:07:38,"Midday Workout",30m,"T Bar Row",3,40.0,10.0,0,0.0,
2025-12-31 12:09:24,"Midday Workout",9m,"Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2025-12-31 12:09:24,"Midday Workout",9m,"Bench Press (Barbell)",2,95.0,6.0,0,0.0,
2025-12-31 12:09:24,"Midday Workout",9m,"Bench Press (Barbell)",3,95.0,6.0,0,0.0,
2025-12-31 12:09:24,"Midday Workout",9m,"Bench Press (Barbell)",4,95.0,6.0,0,0.0,
2025-12-31 12:09:24,"Midday Workout",9m,"Bench Press (Barbell)",5,95.0,6.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Leg Press",1,90.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Leg Press",2,140.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Leg Press",3,140.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Leg Press",4,230.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Bench Press (Barbell)",2,95.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Bench Press (Barbell)",3,105.0,4.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Bench Press (Barbell)",4,95.0,8.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Bench Press (Barbell)",5,95.0,6.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"T Bar Row",1,45.0,8.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"T Bar Row",2,45.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"T Bar Row",3,45.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Romanian Deadlift (Barbell)",1,90.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Romanian Deadlift (Barbell)",2,90.0,10.0,0,0.0,
2026-01-03 11:44:23,"Morning Workout",35m,"Romanian Deadlift (Barbell)",3,90.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Bulgarian Split Squat",1,25.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Bulgarian Split Squat",2,25.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Lat Pulldown (Cable)",1,47.5,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Lat Pulldown (Cable)",2,47.5,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Lat Pulldown (Cable)",3,47.5,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Seated Row (Cable)",1,85.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Seated Row (Cable)",2,85.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Seated Row (Cable)",3,85.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Incline Bench Press (Dumbbell)",1,30.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Incline Bench Press (Dumbbell)",2,30.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Incline Bench Press (Dumbbell)",3,30.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Reverse Fly (Dumbbell)",1,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Reverse Fly (Dumbbell)",2,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Reverse Fly (Dumbbell)",3,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Front Raise (Dumbbell)",1,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Front Raise (Dumbbell)",2,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Front Raise (Dumbbell)",3,10.0,8.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Goblet Squat (Kettlebell)",1,45.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Goblet Squat (Kettlebell)",2,45.0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Lunge (Bodyweight)",1,0,10.0,0,0.0,
2026-01-05 09:26:14,"Morning Workout",55m,"Lunge (Bodyweight)",2,0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Bench Press (Barbell)",2,95.0,8.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Bench Press (Barbell)",3,100.0,6.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Bench Press (Barbell)",4,100.0,6.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Bench Press (Barbell)",5,100.0,5.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Romanian Deadlift (Barbell)",1,90.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Romanian Deadlift (Barbell)",2,100.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Romanian Deadlift (Barbell)",3,100.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Goblet Squat (Kettlebell)",1,45.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Goblet Squat (Kettlebell)",2,45.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Goblet Squat (Kettlebell)",3,45.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Arnold Press (Dumbbell)",1,25.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Arnold Press (Dumbbell)",2,25.0,11.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Arnold Press (Dumbbell)",3,25.0,6.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Leg Press",1,140.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Leg Press",2,230.0,8.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Leg Press",3,230.0,8.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Leg Press",4,230.0,8.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Lat Pulldown (Cable)",1,50.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Lat Pulldown (Cable)",2,50.0,10.0,0,0.0,
2026-01-07 14:13:49,"Afternoon Workout",42m,"Lat Pulldown (Cable)",3,50.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Hack Squat",1,50.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Hack Squat",2,50.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Hack Squat",3,60.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Hack Squat",4,60.0,5.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"T Bar Row",1,45.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"T Bar Row",2,55.0,8.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"T Bar Row",3,55.0,8.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Bench Press (Barbell)",2,95.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Bench Press (Barbell)",3,100.0,7.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Bench Press (Barbell)",4,100.0,5.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Bench Press (Barbell)",5,95.0,5.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Romanian Deadlift (Barbell)",1,110.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Romanian Deadlift (Barbell)",2,110.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Romanian Deadlift (Barbell)",3,110.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Arnold Press (Dumbbell)",1,25.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Arnold Press (Dumbbell)",2,25.0,10.0,0,0.0,
2026-01-10 11:13:55,"Morning Workout",38m,"Arnold Press (Dumbbell)",3,25.0,9.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Lunge (Dumbbell)",1,22.0,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Lunge (Dumbbell)",2,22.0,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Lunge (Dumbbell)",3,22.0,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Step-up",1,0,20.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Step-up",2,0,20.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Step-up",3,0,20.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bench Press (Dumbbell)",1,35.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bench Press (Dumbbell)",2,35.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bench Press (Dumbbell)",3,35.0,12.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bent Over One Arm Row (Dumbbell)",1,45.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bent Over One Arm Row (Dumbbell)",2,45.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Bent Over One Arm Row (Dumbbell)",3,45.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Seated Leg Curl (Machine)",1,85.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Seated Leg Curl (Machine)",2,85.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Seated Leg Curl (Machine)",3,85.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Romanian Deadlift (Barbell)",1,80.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Romanian Deadlift (Barbell)",2,80.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Romanian Deadlift (Barbell)",3,80.0,10.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Lat Pulldown (Single Arm)",1,32.5,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Lat Pulldown (Single Arm)",2,32.5,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Arnold Press (Dumbbell)",1,25.0,8.0,0,0.0,
2026-01-12 09:02:00,"Morning Workout",1h 2m,"Arnold Press (Dumbbell)",2,25.0,7.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Bench Press (Barbell)",2,95.0,8.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Bench Press (Barbell)",3,100.0,6.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Bench Press (Barbell)",4,100.0,7.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Bench Press (Barbell)",5,105.0,4.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Seated Row (Cable)",1,70.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Seated Row (Cable)",2,85.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Seated Row (Cable)",3,85.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Romanian Deadlift (Barbell)",1,110.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Romanian Deadlift (Barbell)",2,110.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Romanian Deadlift (Barbell)",3,110.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Goblet Squat (Kettlebell)",1,45.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Goblet Squat (Kettlebell)",2,45.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Goblet Squat (Kettlebell)",3,45.0,10.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Arnold Press (Dumbbell)",1,27.5,8.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Arnold Press (Dumbbell)",2,27.5,8.0,0,0.0,
2026-01-15 12:27:27,"Midday Workout",35m,"Arnold Press (Dumbbell)",3,27.5,5.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Bench Press (Barbell)",2,95.0,9.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Bench Press (Barbell)",3,100.0,7.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Bench Press (Barbell)",4,105.0,6.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Bench Press (Barbell)",5,110.0,4.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Glute Bridge Life Fitness Machine",1,40.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Glute Bridge Life Fitness Machine",2,70.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Glute Bridge Life Fitness Machine",3,80.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Glute Bridge Life Fitness Machine",4,90.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Row (Cable)",1,85.0,12.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Row (Cable)",2,85.0,12.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Row (Cable)",3,100.0,7.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Romanian Deadlift (Barbell)",1,110.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Romanian Deadlift (Barbell)",2,110.0,12.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Romanian Deadlift (Barbell)",3,110.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Leg Curl (Machine)",1,80.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Leg Curl (Machine)",2,95.0,10.0,0,0.0,
2026-01-19 11:34:04,"Morning Workout",45m,"Seated Leg Curl (Machine)",3,95.0,12.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",2,95.0,11.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",3,105.0,6.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",4,105.0,6.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",5,110.0,4.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Bench Press (Barbell)",6,95.0,7.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Romanian Deadlift (Barbell)",1,45.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Romanian Deadlift (Barbell)",2,95.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Romanian Deadlift (Barbell)",3,115.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Leg Press",1,180.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Leg Press",2,180.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Leg Press",3,180.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Shoulder Press (Plate Loaded)",1,40.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Shoulder Press (Plate Loaded)",2,60.0,10.0,0,0.0,
2026-01-25 09:46:04,"Morning Workout",40m,"Shoulder Press (Plate Loaded)",3,60.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Hip Thrust (Barbell)",1,90.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Hip Thrust (Barbell)",2,90.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Hip Thrust (Barbell)",3,90.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Single Leg Deadlift ",1,25.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Single Leg Deadlift ",2,25.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Single Leg Deadlift ",3,25.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Arnold Press (Dumbbell)",1,22.5,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Arnold Press (Dumbbell)",2,22.5,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Arnold Press (Dumbbell)",3,22.5,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Lateral Raise (Dumbbell)",1,12.5,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Lateral Raise (Dumbbell)",2,12.5,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Lateral Raise (Dumbbell)",3,12.5,6.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Sumo Deadlift (Barbell)",1,50.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Sumo Deadlift (Barbell)",2,50.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Sumo Deadlift (Barbell)",3,50.0,10.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Glute Kickback (Machine)",1,80.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Glute Kickback (Machine)",2,80.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Glute Kickback (Machine)",3,80.0,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Lat Pulldown (Single Arm)",1,32.5,8.0,0,0.0,
2026-01-26 09:17:04,"Morning Workout",51m,"Lat Pulldown (Single Arm)",2,32.5,8.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",2,95.0,12.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",3,105.0,7.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",4,105.0,6.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",5,110.0,5.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Bench Press (Barbell)",6,95.0,8.0,0,0.0,
