Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2026-01-29 15:10:55,"Afternoon Workout",51m,"Romanian Deadlift (Barbell)",1,115.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Romanian Deadlift (Barbell)",2,125.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Romanian Deadlift (Barbell)",3,125.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Seated Leg Curl (Machine)",1,80.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Seated Leg Curl (Machine)",2,100.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Seated Leg Curl (Machine)",3,115.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Hack Squat",1,50.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Hack Squat",2,50.0,10.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Hack Squat",3,70.0,5.0,0,0.0,
2026-01-29 15:10:55,"Afternoon Workout",51m,"Hack Squat",4,70.0,5.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Incline Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Incline Bench Press (Barbell)",2,65.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Incline Bench Press (Barbell)",3,65.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Incline Bench Press (Barbell)",4,75.0,6.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Romanian Deadlift (Barbell)",1,135.0,5.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Romanian Deadlift (Barbell)",2,135.0,5.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Romanian Deadlift (Barbell)",3,135.0,5.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Romanian Deadlift (Barbell)",4,135.0,5.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Leg Press",1,180.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Leg Press",2,180.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Leg Press",3,230.0,7.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Arnold Press (Dumbbell)",1,27.5,8.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Arnold Press (Dumbbell)",2,27.5,8.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Arnold Press (Dumbbell)",3,27.5,8.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Lateral Raise (Dumbbell)",1,10.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Lateral Raise (Dumbbell)",2,10.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Lateral Raise (Dumbbell)",3,10.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",1,45.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",2,45.0,10.0,0,0.0,
2026-01-31 08:15:15,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",3,45.0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Row (Dumbbell)",1,40.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Row (Dumbbell)",2,40.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Row (Dumbbell)",3,40.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Bench Press (Dumbbell)",1,30.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Bench Press (Dumbbell)",2,30.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Incline Bench Press (Dumbbell)",3,30.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Step-up",1,0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Step-up",2,0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Step-up",3,0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Side lunge",1,22.5,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Side lunge",2,22.5,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Side lunge",3,22.5,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Bulgarian Split Squat",1,22.5,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Bulgarian Split Squat",2,22.5,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Bulgarian Split Squat",3,22.5,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Goblet Squat (Kettlebell)",1,45.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Goblet Squat (Kettlebell)",2,45.0,10.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Goblet Squat (Kettlebell)",3,45.0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Lunge (Dumbbell)",1,22.0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Lunge (Dumbbell)",2,22.0,8.0,0,0.0,
2026-02-02 09:13:52,"Morning Workout",56m,"Lunge (Dumbbell)",3,22.0,8.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",2,95.0,12.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",3,105.0,8.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",4,115.0,4.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",5,105.0,5.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Bench Press (Barbell)",6,105.0,4.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Romanian Deadlift (Barbell)",1,110.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Romanian Deadlift (Barbell)",2,110.0,8.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Romanian Deadlift (Barbell)",3,110.0,6.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Goblet Squat (Kettlebell)",1,45.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Goblet Squat (Kettlebell)",2,45.0,8.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Goblet Squat (Kettlebell)",3,45.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Glute Kickback (Machine)",1,85.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Glute Kickback (Machine)",2,85.0,10.0,0,0.0,
2026-02-06 13:00:48,"Midday Workout",33m,"Glute Kickback (Machine)",3,100.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Goblet Squat (Kettlebell)",1,50.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Goblet Squat (Kettlebell)",2,50.0,8.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Goblet Squat (Kettlebell)",3,50.0,6.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Lunge (Dumbbell)",1,50.0,8.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Lunge (Dumbbell)",2,50.0,6.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Lunge (Dumbbell)",3,50.0,4.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"High Knee Skips",1,0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"High Knee Skips",2,0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"High Knee Skips",3,0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bench Press (Dumbbell)",1,35.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bench Press (Dumbbell)",2,35.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bench Press (Dumbbell)",3,35.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",1,40.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",2,40.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Bent Over One Arm Row (Dumbbell)",3,40.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Romanian Deadlift (Dumbbell)",1,45.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Romanian Deadlift (Dumbbell)",2,45.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Romanian Deadlift (Dumbbell)",3,45.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Seated Leg Curl (Machine)",1,80.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Seated Leg Curl (Machine)",2,100.0,10.0,0,0.0,
2026-02-09 09:12:14,"Morning Workout",59m,"Seated Leg Curl (Machine)",3,115.0,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",2,100.0,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",3,105.0,9.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",4,115.0,4.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",5,105.0,7.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Bench Press (Barbell)",6,105.0,5.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Romanian Deadlift (Barbell)",1,135.0,5.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Romanian Deadlift (Barbell)",2,135.0,6.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Romanian Deadlift (Barbell)",3,135.0,6.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Romanian Deadlift (Barbell)",4,135.0,8.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Leg Press",1,180.0,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Leg Press",2,230.0,7.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Leg Press",3,230.0,8.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Arnold Press (Dumbbell)",1,27.5,9.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Arnold Press (Dumbbell)",2,27.5,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Arnold Press (Dumbbell)",3,27.5,6.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Lateral Raise (Dumbbell)",1,10.0,10.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,
2026-02-11 09:27:35,"Morning Workout",47m,"Lateral Raise (Dumbbell)",3,10.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Hack Squat",1,50.0,8.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Hack Squat",2,70.0,8.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Hack Squat",3,70.0,8.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Hack Squat",4,80.0,5.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Incline Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Incline Bench Press (Barbell)",2,75.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Incline Bench Press (Barbell)",3,75.0,8.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Incline Bench Press (Barbell)",4,85.0,6.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"T Bar Row",1,45.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"T Bar Row",2,55.0,9.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"T Bar Row",3,60.0,5.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Leg Extension (Machine)",1,70.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Leg Extension (Machine)",2,85.0,10.0,0,0.0,
2026-02-13 09:33:12,"Morning Workout",1h 1m,"Leg Extension (Machine)",3,85.0,12.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",2,100.0,10.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",3,105.0,10.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",4,115.0,3.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",5,105.0,5.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Bench Press (Barbell)",6,105.0,5.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Seated Row (Cable)",1,85.0,10.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Seated Row (Cable)",2,85.0,12.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Seated Row (Cable)",3,100.0,8.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Leg Press",1,180.0,12.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Leg Press",2,230.0,10.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Leg Press",3,230.0,9.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Romanian Deadlift (Barbell)",1,135.0,9.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Romanian Deadlift (Barbell)",2,165.0,4.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Romanian Deadlift (Barbell)",3,135.0,4.0,0,0.0,
2026-02-15 11:08:38,"Morning Workout",53m,"Romanian Deadlift (Barbell)",4,135.0,6.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Bench Press (Dumbbell)",1,40.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Bench Press (Dumbbell)",2,40.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Bench Press (Dumbbell)",3,40.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Bulgarian Split Squat",1,25.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Bulgarian Split Squat",2,25.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Incline Row (Dumbbell)",1,40.0,10.0,0,0.0,
2026-02-19 11:35:33,"Morning Workout",16m,"Incline Row (Dumbbell)",2,35.0,10.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",2,100.0,12.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",3,105.0,9.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",4,115.0,4.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",5,105.0,7.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Bench Press (Barbell)",6,105.0,4.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Romanian Deadlift (Barbell)",1,125.0,6.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Romanian Deadlift (Barbell)",2,125.0,8.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Romanian Deadlift (Barbell)",3,125.0,7.0,0,0.0,
2026-02-24 11:54:44,"Morning Workout",30m,"Romanian Deadlift (Barbell)",4,125.0,6.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",1,55.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",2,95.0,12.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",3,105.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",4,115.0,6.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",5,110.0,6.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Bench Press (Barbell)",6,105.0,6.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Leg Press",1,180.0,12.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Leg Press",2,270.0,5.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Leg Press",3,270.0,6.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Leg Press",4,270.0,5.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Shoulder Press (Plate Loaded)",1,60.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Shoulder Press (Plate Loaded)",2,60.0,8.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Shoulder Press (Plate Loaded)",3,60.0,8.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Row (Cable)",1,100.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Row (Cable)",2,100.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Row (Cable)",3,100.0,8.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Leg Curl (Machine)",1,100.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Leg Curl (Machine)",2,115.0,10.0,0,0.0,
2026-03-01 10:58:36,"Morning Workout",50m,"Seated Leg Curl (Machine)",3,130.0,8.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Incline Bench Press (Barbell)",1,65.0,10.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Incline Bench Press (Barbell)",2,80.0,10.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Incline Bench Press (Barbell)",3,85.0,9.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Incline Bench Press (Barbell)",4,95.0,6.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Romanian Deadlift (Barbell)",1,135.0,7.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Romanian Deadlift (Barbell)",2,135.0,7.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Romanian Deadlift (Barbell)",3,155.0,5.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Romanian Deadlift (Barbell)",4,155.0,6.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Hack Squat",1,70.0,7.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Hack Squat",2,70.0,7.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Hack Squat",3,70.0,5.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Hack Squat",4,70.0,5.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Pull Up (Assisted)",1,7.0,5.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Pull Up (Assisted)",2,10.0,10.0,0,0.0,
2026-03-04 09:24:06,"Morning Workout",47m,"Pull Up (Assisted)",3,9.0,6.0,0,0.0,